27195,Herschel 5222,,1,20 48.7,-43 58,MIC,AC,7.7,12.5,27.5,275,23,412,,1932,,
27196,Herschel 5228,,1,20 51.7,-40 54,MIC,,7.2,9.5,32.1,104,23,381/ 412,K0,1879,,
27197,Herschel 5253,,1,21 14.2,-38 34,MIC,AC,8.7,9.2,10.4,183,23,382,,1904,,
27198,Herschel 5254,,1,21 15.6,-39 27,MIC,AxBC,8.6,9.5,58.4,188,23,382/ 412/ 413,G0,1959,,
27199,Herschel 5263,,1,21 21.0,-30 54,MIC,,8,12.4,27.9,94,23,382,K2,1918,,
27200,Herschel 5266,,1,21 24.7,-31 06,MIC,,8.6,11.6,11.9,263,23,382,K0,1959,,
27201,Howe 90,,1,21 27.3,-32 22,MIC,,8.9,9.4,1.4,284,23,382,G0,1978,,
27202,Innes 1438,,1,21 19.6,-39 28,MIC,,8.9,11.9,3.8,58,23,382/ 413,G5,1925,,
27203,Jacob 18,,1,20 33.7,-40 33,MIC,AB,7.9,8.5,4.4,225,23,381/ 412,A0,1846,,
27204,Jacob 18-AC,,1,20 33.7,-40 33,MIC,AC,7.9,10.5,106.1,144,23,381/ 412,,1879,,
27205,Luyten 738,,1,21 18.1,-29 30,MIC,,8.3,12.7,27,180,23,345/ 382,G5,1800,,
27206,Melbourne 6,,1,21 27.0,-42 33,MIC,,5.7,8,2.9,148,23,413,A3,1879,,
27207,See 421,,1,20 35.3,-40 17,MIC,,8.5,13,8.4,276,23,381/ 412,G0,1896,,
27208,See 425,,1,20 43.1,-28 46,MIC,,8.1,11.5,8,225,23,344/ 381,F8,1896,14180,
27209,See 428,,1,20 45.2,-35 10,MIC,,6.9,10.9,4.4,185,23,381,G0,1896,,
27210,See 429,,1,20 52.0,-38 09,MIC,,8.2,12.5,3.4,184,23,381,F5,1931,,
27211,See 430,,1,20 52.0,-33 52,MIC,,7.8,12.6,13.7,347,23,381,K5,1896,,
27212,See 445,,1,21 25.7,-39 12,MIC,,8.5,9.7,2.1,219,23,382/ 413,A2,1896,,
27213,Stone 53,,1,20 47.9,-27 45,MIC,,7.5,10.5,17.3,177,23,344,G5,1877,14288,
27214,vandenBos 520,,1,21 14.2,-38 34,MIC,AB,8.7,9.4,0.9,247,23,382,F2,1926,,
27215,vandenBos 528,,1,21 24.6,-34 58,MIC,,7,13,6.9,170,23,382,,1927,,
27216,vandenBos 997,,1,20 50.7,-31 15,MIC,,8.8,9.5,0.2,49,23,381,F8,1978,,P = 67 yr.; a = 0.24''; motion direct.
27217,3 MON,vandenBos 16,0,06 01.8,-10 36,MON,AB,5,8.5,1.8,354,12-Nov,271,B8,1872,S 461,
27218,10 MON,,0,06 27.9,-04 45,MON,AB,5,9.2,77.2,256,12-Nov,227,B3,1879,,
27219,10-AC MON,,0,06 27.9,-04 45,MON,AC,5,9.2,80.7,231,12-Nov,227,B3,1879,,
27220,14 MON,Struve 938,0,06 34.8, 07 34,MON,,6.4,10.6,10.5,209,12-Nov,182,A0,1831,5211,
27221,20 MON,,0,07 10.2,-04 14,MON,AB,5,12,54.7,238,12,228/ 229,K0,1909,,
27222,24 MON,Burnham 1268,0,07 15.3,-00 09,MON,,6.5,12.3,3.8,311,12,228/ 229,G5,1892,5933,
27223,25 MON,,0,07 37.3,-04 06,MON,AC,5.2,10.5,121.7,350,12,229,F5,1909,,A var?
27224,BETA MON,Struve 919,0,06 28.8,-07 01,MON,AB,4.7,5.2,7.2,132,12-Nov,272,B2,1831,5107,A is a long-period sp-bin. W/W/W
27225,BETA-AC MON,Struve 919-AC,0,06 28.8,-07 01,MON,AC,5.1,6.1,9.9,125,12-Nov,272,B2,1831,5107,
27226,BETA-BC MON,Struve 919-BC,0,06 28.8,-07 01,MON,BC,5.7,6.2,2.9,106,12-Nov,272,B2,1974,5107,
27227,DELTA MON,Jonckheere 58,0,07 11.9,-00 30,MON,,4.1,13,32,170,12,228/ 229,A0,1910,5864,
27228,EPSILON MON,Struve 900,0,06 23.8, 04 35,MON,AB,4.5,6.5,12.9,27,12-Nov,227,A5,1831,5012,A is a sp-bin.  R/G
27229,EPSILON-AC MON,Struve 900-AC,0,06 23.8, 04 35,MON,AC,4.5,12.7,93.6,254,12-Nov,227,A5,1911,5012,
27230,SIGMA MON,Struve 950,0,06 41.0, 09 53,MON,,4.7,9.4,178.3,103,12-Nov,182/ 183,O5,1874,5322,In NGC 2264 Cluster.  15 MON.
27231,SIGMA-AC MON,Struve 950-AC,0,06 41.0, 09 53,MON,AC,4.7,9.9,16.6,13,12-Nov,182/ 183,O5,1831,5322,
27232,SIGMA-AD MON,Struve 950-AD,0,06 41.0, 09 53,MON,AD,4.7,9.7,41.3,308,12-Nov,182/ 183,O5,1841,5322,
27233,SIGMA-AE MON,Struve 950-AE,0,06 41.0, 09 53,MON,AE,4.7,10,73.9,139,12-Nov,182/ 183,O5,1874,5322,
27234,SIGMA-AF MON,Struve 950-AF,0,06 41.0, 09 53,MON,AF,4.8,7.8,155.9,222,12-Nov,182/ 183,O5,1874,5322,
27235,SIGMA-AK MON,Struve 950-AK,0,06 41.0, 09 53,MON,AK,4.7,8.2,105.6,56,12-Nov,182/ 183,O5,1923,5322,
27236,SIGMA-AS MON,Struve 950-AS,0,06 41.0, 09 53,MON,AS,4.7,9.7,136.6,261,12-Nov,182/ 183,O5,1914,5322,
27237,SIGMA-FG MON,Struve 950-FG,0,06 41.0, 09 53,MON,FG,7.8,8.3,39.8,262,12-Nov,182/ 183,,1873,,
27238,SIGMA-FS MON,Struve 950-FS,0,06 41.0, 09 53,MON,FS,7.8,9.8,98.5,342,12-Nov,182/ 183,,1914,,
27239,SIGMA-GS MON,Struve 950-GS,0,06 41.0, 09 53,MON,GS,8.3,9.8,98.3,5,12-Nov,182/ 183,,1914,,
27240,V569 MON,Dembowski 12,0,07 05.8,-10 39,MON,AB,6.4,10.3,6.2,281,12,273,B3,1870,5782,A is a Beta CMa-type var.
27241,ZETA MON,Struve 1190,0,08 08.6,-02 59,MON,AB,4.4,10.1,32.6,105,12,230,G0,1827,6617,
27242,ZETA-AC MON,Struve 1190-AC,0,08 08.6,-02 59,MON,AC,4.4,7.9,66,245,12,230,G0,1831,6617,
27243,AG 124,,1,06 54.6, 02 36,MON,,8.3,10,7,206,12-Nov,228,F8,1903,5567,
27244,AG 125,,1,06 55.4, 02 34,MON,,9,10.4,14.7,251,12-Nov,228,A,1903,5580,
27245,AG 132,,1,07 01.1, 03 02,MON,,8.9,11.4,7,270,12,228,B8,1903,5694,
27246,AG 133,,1,07 01.5, 02 32,MON,,9,10.8,20.6,204,12,228,A3,1903,,
27247,Aitken 1327,,1,07 12.6,-09 51,MON,,8.1,12.3,2.3,190,12,273/ 274,B8,1906,5883,
27248,Aitken 1741,,1,07 05.2, 00 52,MON,,8.2,8.5,1.1,27,12,228,F5,1982,5769,
27249,Aitken 1742,,1,07 05.4,-01 34,MON,,8.7,12.7,3,19,12,228,A0,1908,5774,
27250,Aitken 2667,,1,06 21.4, 02 16,MON,,6.5,6.8,0.3,167,12-Nov,227,A5,1983,4971,P = 120 yr.; a = 0.45''; motion direct.
27251,Aitken 2673,,1,06 34.4, 03 18,MON,AC,7.4,11.7,28.7,107,12-Nov,227,K0,1913,5202,
27252,Aitken 2674,,1,06 36.6, 00 32,MON,,8.6,11.9,2,315,12-Nov,227/ 228,F0,1913,5251,
27253,Aitken 2679,,1,06 44.2, 02 24,MON,,8.7,12.2,2,2,12-Nov,228,B3,1913,5397,
27254,Aitken 2724,,1,06 25.9, 04 31,MON,,9,9.2,0.8,199,12-Nov,227,A0,1969,5057,
27255,Aitken 2729,,1,06 44.2, 06 12,MON,,9,9.5,0.3,319,12-Nov,183,B8,1913,5393,
27256,Aitken 2735,,1,07 04.6, 03 51,MON,,8.2,12,3.9,264,12,228,A5,1910,5753,
27257,Aitken 2816,,1,06 31.1, 09 56,MON,AC,7.7,10.9,23,41,12-Nov,182,B8,1920,5154,
27258,Aitken 2820,,1,06 36.4, 05 48,MON,,8.5,12.5,4.5,49,12-Nov,182/183/227/228,A0,1914,5246,
27259,Aitken 2823,,1,06 43.3, 06 07,MON,,8.6,9.7,4.5,299,12-Nov,182/ 183,A2,1914,5374,
27260,Aitken 2832,,1,06 54.8, 11 26,MON,,8.1,11.8,2.9,333,12-Nov,183,G0,1914,5565,
27261,Aitken 2837,,1,06 59.6, 01 03,MON,,8.5,12.8,4.3,56,12-Nov,228,F5,1914,5661,
27262,Aitken 2839,,1,07 02.5, 03 30,MON,AB,8.3,12.3,4.8,323,12,228,F0,1910,5721,
27263,Aitken 2841,,1,07 05.1, 00 20,MON,,8.3,9.3,0.3,232,12,228,K0,1914,5768,
27264,Aitken 2855,,1,07 16.8, 00 58,MON,,9,9,0.3,320,12,229,K0,1914,5949,P = 66 yr.; a = 0.34''; motion retrograde.
27265,Aitken 322,,1,05 58.3,-04 38,MON,AC,7,9,179.4,297,11,226,G0,1911,4557,
27266,Aitken 331,,1,07 12.5,-02 57,MON,,8.3,12.1,4.2,125,12,228/ 229,K0,1894,5876,
27267,Aitken 334,,1,07 48.4,-04 46,MON,,8.9,9.9,0.3,115,12,230,A2,1902,6383,
27268,Aitken 335,,1,08 11.0,-04 54,MON,,8.8,9.6,1.3,125,12,230,A2,1902,6642,
27269,Aitken 524,,1,07 14.2,-03 54,MON,,6.1,11.1,2.7,152,12,228/ 229,K5,1976,5911,
27270,Aitken 525,,1,07 15.0,-02 49,MON,AB,7.9,12.6,2,262,12,228/ 229,A2,1903,5924,
27271,Aitken 525-AC,,1,07 15.0,-02 49,MON,AC,7.9,11.7,12,36,12,228/ 229,A2,1892,5924,
27272,Aitken 535,,1,07 38.7,-04 59,MON,,8.6,8.7,0.3,172,12,229,F0,1903,6245,
27273,Aitken 538,,1,07 56.1,-06 25,MON,,9,9.5,0.7,199,12,230/ 275,F5,1903,6474,
27274,Aitken 539,,1,08 01.9,-03 32,MON,,8.9,9.3,0.6,23,12,230,A0,1903,6527,
27275,Aitken 58,,1,06 48.6,-04 03,MON,,8.2,8.9,4.8,158,12-Nov,228,F8,1979,5471,
27276,Aitken 665,,1,06 05.0,-07 56,MON,,8.7,10.7,2.5,106,12-Nov,271/ 272,K0,1904,4664,
27277,Aitken 666,,1,06 13.3,-06 24,MON,AB,8.8,9.6,0.5,30,12-Nov,227/ 272,G5,1904,4827,
27278,Aitken 666-AC,,1,06 13.3,-06 24,MON,AC,8.9,9.5,230,318,12-Nov,227/ 272,G5,1904,4827,
27279,Aitken 670,,1,06 31.9,-09 38,MON,,8.8,9.3,0.1,328,12-Nov,272,F5,1978,5172,
27280,Aitken 854,,1,06 29.7,-00 05,MON,,8.5,12,2.1,162,12-Nov,227,A0,1904,5125,
27281,Aitken 855,,1,06 30.6,-00 23,MON,,9,12.2,2.6,24,12-Nov,227,A2,1904,5141,
27282,Anderson 3,,1,06 31.9, 04 56,MON,AB,6.8,12.7,3.2,284,12-Nov,227,B2,1916,5165,A is a Beta CMa-type var.
27283,Anderson 3-AC,,1,06 31.9, 04 56,MON,AC,6.8,11.8,6.9,319,12-Nov,227,B2,1876,5165,
27284,Anderson 3-AD,,1,06 31.9, 04 56,MON,AD,6.8,12.3,12.5,288,12-Nov,227,B2,1876,5165,
27285,Anderson 3-AE,,1,06 31.9, 04 56,MON,AE,6.9,9.6,13.2,197,12-Nov,227,B2,1876,5165,
27286,Argelander 14,,1,06 29.5, 06 42,MON,,9,9.3,7,228,12-Nov,182,,1895,,
27287,Baillaud 100,,1,06 57.6,-02 17,MON,,8.3,11.4,16.8,297,12-Nov,228,,1892,,
27288,Baillaud 1007,,1,06 27.0, 00 42,MON,,8.6,11,16.6,237,12-Nov,227,,1893,,
27289,Baillaud 1011,,1,06 29.4, 00 12,MON,,8.9,11.4,11.5,192,12-Nov,227,K0,1893,,
27290,Baillaud 1025,,1,06 44.4, 00 42,MON,,9,11.3,16.2,24,12-Nov,228,,1893,,
27291,Baillaud 1028,,1,06 44.8, 00 47,MON,,8.4,11.3,16.6,136,12-Nov,228,,1893,,
27292,Baillaud 1033,,1,06 45.1, 00 21,MON,,8.9,11.4,5.6,151,12-Nov,228,,1893,,
27293,Baillaud 1042,,1,06 49.1, 00 37,MON,,8.7,11.1,16.7,23,12-Nov,228,,1893,,
27294,Baillaud 1072,,1,07 03.8, 00 11,MON,,8.8,11.1,17.6,217,12,228,,1893,,
27295,Baillaud 1073,,1,07 04.0, 00 07,MON,,8.8,11.5,17.4,6,12,228,,1893,,
27296,Baillaud 1322,,1,06 40.6, 00 56,MON,,9,9.8,17.6,172,12-Nov,227/ 228,G5,1909,,
27297,Baillaud 1325,,1,06 41.5, 00 57,MON,,7.5,12.5,12.7,268,12-Nov,227/ 228,A0,1903,,
27298,Baillaud 1333,,1,06 46.0, 00 58,MON,AB,8.5,11.3,16.7,327,12-Nov,228,,1893,,
27299,Baillaud 1333-AC,,1,06 46.0, 00 58,MON,AC,8.5,11.5,25.4,346,12-Nov,228,,1893,,
27300,Baillaud 137,,1,07 09.8,-02 10,MON,,8.6,10,12.3,,12,228/ 229,,1895,,
27301,Baillaud 157,,1,07 12.3,-02 26,MON,,8.6,11.3,11,130,12,228/ 229,,1893,,
27302,Baillaud 1695,,1,06 29.2, 02 39,MON,,6.4,10.4,19.3,299,12-Nov,227,M,1958,,
27303,Baillaud 171,,1,07 24.2,-02 36,MON,,8.9,10.7,11.8,210,12,229,K4,1892,,
27304,Baillaud 188,,1,07 44.3,-02 20,MON,,8.7,11.2,8.6,314,12,229/ 230,,1892,,
27305,Baillaud 190,,1,07 54.0,-02 21,MON,,8.5,9,12.5,224,12,230,,1892,,
27306,Baillaud 2166,,1,06 24.8, 03 45,MON,,8.8,11.4,13.1,186,12-Nov,227,M,1910,,
27307,Baillaud 2167,,1,06 25.1, 03 32,MON,,9,11.4,12.1,199,12-Nov,227,,1910,,
27308,Baillaud 2180,,1,06 37.1, 03 09,MON,,8.3,10.4,12.9,259,12-Nov,227/ 228,,1910,,
27309,Baillaud 2181,,1,06 37.1, 03 12,MON,,8.7,9.4,9.2,341,12-Nov,227/ 228,,1910,,
27310,Baillaud 2192,,1,06 45.6, 03 47,MON,,9,10.9,13.8,358,12-Nov,228,,1910,,
27311,Baillaud 2216,,1,06 56.6, 03 18,MON,,9,10.2,6.2,264,12-Nov,228,F0,1910,,J 1978.
27312,Baillaud 2666,,1,06 31.3, 04 49,MON,,8.3,9.7,10.2,337,12-Nov,227,B0,1910,,
27313,Baillaud 2672,,1,06 34.5, 04 20,MON,,9,11,6.9,34,12-Nov,227,,1910,,
27314,Baillaud 2688,,1,06 41.0, 04 22,MON,,8.9,10.7,6.1,182,12-Nov,227/ 228,,1910,,
27315,Baillaud 2701,,1,06 45.5, 04 35,MON,,7.7,12.5,14.1,342,12-Nov,228,A0,1910,,
27316,Baillaud 2999,,1,06 31.8, 04 55,MON,,9,10.6,19.3,22,12-Nov,227,B,1910,,
27317,Baillaud 319,,1,06 21.9,-02 01,MON,,8.8,10.8,6.2,17,12-Nov,227,A3,1948,,J 2741.
27318,Baillaud 325,,1,06 37.6,-01 37,MON,,8.2,12.4,10.7,164,12-Nov,227/ 228,A3,1892,,
27319,Baillaud 326,,1,06 38.2,-01 28,MON,,8.7,10.4,19,125,12-Nov,227/ 228,,1892,,
27320,Baillaud 339,,1,06 46.1,-01 41,MON,,8.5,11.1,8.1,195,12-Nov,228,K0,1893,,
27321,Baillaud 357,,1,06 54.6,-01 40,MON,,8.7,11,12.8,248,12-Nov,228,,1892,,
27322,Baillaud 368,,1,06 57.4,-01 17,MON,,9,11.8,13.9,224,12-Nov,228,A3,1897,,
27323,Baillaud 406,,1,07 07.4,-01 23,MON,,8.5,11.1,17,283,12,228,,1894,,
27324,Baillaud 408,,1,07 08.1,-01 46,MON,,9,11.2,6.6,327,12,228/ 229,,1894,,
27325,Baillaud 417,,1,07 09.6,-01 36,MON,,8.9,11.5,19.1,244,12,228/ 229,,1893,,
27326,Baillaud 441,,1,07 11.9,-01 30,MON,,8.8,9.5,14.2,32,12,228/ 229,,1893,,
27327,Baillaud 453,,1,07 14.5,-01 47,MON,,8.3,12.1,11,31,12,228/ 229,B9,1892,,
27328,Baillaud 458,,1,07 15.9,-02 09,MON,,8.5,11,14.2,140,12,228/ 229,,1892,,
27329,Baillaud 466,,1,07 17.9,-01 41,MON,AB,8.9,9.3,14.5,341,12,229,,1892,,
27330,Baillaud 466-AC,,1,07 17.9,-01 41,MON,AC,8.9,11,20,329,12,229,,1900,,
27331,Baillaud 485,,1,07 37.5,-02 02,MON,AE,7.7,11.1,18,346,12,229,K5,1893,,
27332,Baillaud 490,,1,07 48.0,-01 47,MON,,8.8,11.2,11.8,191,12,229/ 230,,1896,,
27333,Baillaud 697,,1,06 21.9,-00 35,MON,,8.7,11.1,19.3,344,12-Nov,227,,1900,,
27334,Baillaud 698,,1,06 23.4,-00 57,MON,,8.5,10.7,12.3,225,12-Nov,227,K0,1900,,
27335,Baillaud 71,,1,06 43.2,-02 44,MON,,8.6,11.3,13.1,349,12-Nov,227/ 228,K0,1893,,
27336,Baillaud 733,,1,06 53.8,-00 18,MON,,8.7,11.9,13.6,168,12-Nov,228,B8,1897,,
27337,Baillaud 738,,1,06 55.4,-00 38,MON,,9,11.3,7.2,187,12-Nov,228,,1897,,
27338,Baillaud 765,,1,07 06.3, 00 20,MON,,9,11,16,246,12,228,,1894,,
27339,Baillaud 769,,1,07 10.3,-00 51,MON,,8.6,10.7,11.7,89,12,228/ 229,,1895,,
27340,Baillaud 779,,1,07 13.0,-00 50,MON,,8.9,11.2,14.6,320,12,228/ 229,,1897,,
27341,Baillaud 783,,1,07 14.4,-00 42,MON,,8.9,11.2,10.3,100,12,228/ 229,,1897,,
27342,Baillaud 785,,1,07 15.3,-00 33,MON,,8.7,10.5,9.1,49,12,228/ 229,,1896,,
27343,Baillaud 800,,1,07 22.5,-00 36,MON,,8.8,11.3,8.9,110,12,229,,1897,,
27344,Baillaud 801,,1,07 23.1,-00 53,MON,,8.8,11.2,19.8,342,12,229,,1897,,
27345,Baillaud 807,,1,07 25.1, 00 49,MON,,8.5,11.2,6.6,126,12,229,,1898,,J 2629.
27346,Baillaud 838,,1,07 58.8,-01 13,MON,,8.8,10.7,19.3,358,12,230,,1893,,
27347,Baillaud 846,,1,08 08.5,-01 01,MON,,8.5,10.9,18.6,78,12,230,M,1892,,
27348,Baillaud 99,,1,06 57.4,-02 14,MON,,8.8,10,3.5,2,12-Nov,228,,1892,,
27349,Barton 380,,1,06 34.1,-04 12,MON,,8.6,11.8,5,105,12-Nov,227,A2,1894,,
27350,Burnham 1060,,1,06 59.0, 03 35,MON,,6,11,3.6,59,12-Nov,228,K0,1889,5648,
27351,Burnham 1195,,1,07 51.3,-09 24,MON,,7.3,7.6,0.2,90,12,275,A0,1980,6412,
27352,Burnham 197,,1,07 12.9,-07 09,MON,,7.9,10.4,2.2,147,12,273/ 274,F2,1876,5888,
27353,Burnham 327,,1,06 58.5,-03 01,MON,AB,8.2,8.7,0.6,102,12-Nov,228,B3,1975,5640,
27354,Burnham 327-AC,,1,06 58.5,-03 01,MON,AC,7.7,11.7,13.4,100,12-Nov,228,B3,1876,5640,
27355,Burnham 567,,1,06 15.5,-04 54,MON,,6,10.2,4.1,242,12-Nov,227,A2,1958,4865,
27356,Burnham 570,,1,06 28.8,-07 01,MON,AD,4.7,12.2,25.9,56,12-Nov,272,B2,1878,5107,
27357,Burnham 573,,1,07 01.8,-10 52,MON,,7.3,7.8,0.9,295,12,273,F8,1983,5712,
27358,Burnham 897,,1,06 50.8,-00 33,MON,,5.8,11.3,5.9,30,12-Nov,228,F2,1879,5505,
27359,Burnham 98,,1,06 32.7,-05 20,MON,,8.2,8.2,0.7,151,12-Nov,227,B8,1983,5183,
27360,Finsen 325,,1,07 52.8,-05 25,MON,,6.4,6.7,0.3,183,12,230,F2,1952,,P = 30.8 yr.; a = 0.30''; motion direct.
27361,Gallo 258,,1,06 44.3,-11 07,MON,,8.3,12.8,8.1,244,12-Nov,273,F2,1903,5405,
27362,Gallo 275,,1,06 55.5,-10 13,MON,,8.4,10.4,6.7,261,12-Nov,273,A0,1904,5594,
27363,Gallo 277,,1,06 55.7,-10 16,MON,,9,10,6.1,145,12-Nov,273,,1904,,
27364,Gauchet 3871,,1,06 32.1,-00 06,MON,,8.8,11.8,2.3,77,12-Nov,227,K0,1919,,RST 4811.
27365,Giacobini 68,,1,06 30.0, 06 47,MON,,9,11,3.9,314,12-Nov,182,,1933,,
27366,Giacobini 69,,1,06 32.2, 08 32,MON,,9,11,2.8,42,12-Nov,182,,1933,,
27367,Herschel 14,,1,06 04.9,-05 20,MON,,7.9,10.1,48,259,12-Nov,226/ 227,B9,1900,,H V 14.
27368,Herschel 2304,,1,06 13.6,-10 48,MON,,8.8,11.8,19.6,76,12-Nov,272,A5,1905,,
27369,Herschel 2331,,1,06 40.3, 03 32,MON,AB,7.8,12.3,27.4,293,12-Nov,227/ 228,K2,1905,,
27370,Herschel 2331-AC,,1,06 40.3, 03 32,MON,AC,7.8,11.8,24.8,50,12-Nov,227/ 228,K2,1905,,
27371,Herschel 2335,,1,06 41.2, 01 10,MON,,8.6,10.3,17.9,103,12-Nov,227/ 228,K0,1909,,BAL 1323.
27372,Herschel 2349,,1,06 50.9,-10 08,MON,,8.3,11.3,15.9,286,12-Nov,273,A0,1904,,
27373,Herschel 2360,,1,07 04.6, 05 55,MON,,7.9,10,19.9,154,12,183/ 228,K0,1898,5755,
27374,Herschel 2426,,1,08 03.6,-08 09,MON,,7.4,11.4,25,145,12,275,F8,1830,,
27375,Herschel 394,,1,06 34.3,-03 04,MON,,7.3,9.3,57.2,332,12-Nov,227,K2,1897,,
27376,Herschel 54,,1,07 31.5,-08 08,MON,,8.2,11.2,20,20,12,274,F8,1820,,
27377,Herschel 66-,,1,07 50.4,-03 36,MON,,9,11,30,155,12,230,,1820,,
27378,Herschel 731,,1,06 30.8,-09 39,MON,,9,10,11.8,32,12-Nov,272,,1904,,
27379,Herschel 740,,1,06 51.7, 00 27,MON,AB,8.9,9.3,21,8,12-Nov,228,,1880,5528,
27380,Herschel 741,,1,06 51.2,-10 05,MON,,7.4,10.9,16.1,226,12-Nov,273,K5,1904,5516,
27381,Herschel 748,,1,07 03.0,-08 20,MON,AB,8.5,10.6,6.8,173,12,273,B9,1894,5735,
27382,Herschel 748-AC,,1,07 03.0,-08 20,MON,AC,8.5,11.6,15.2,358,12,273,B9,1901,5735,
27383,Herschel 760,,1,07 31.3,-01 07,MON,,6.6,13,30.3,355,12,229,G5,1878,,
27384,Herschel 767,,1,07 45.3,-00 26,MON,,7.8,9.5,21.6,164,12,229/ 230,A0,1895,,
27385,Herschel 77,,1,08 02.2,-00 57,MON,AB,9,11,40,360,12,230,A0,1820,,
27386,Holden 93,,1,07 59.4,-10 29,MON,,9,10,0.9,187,12,275,A0,1888,6500,
27387,Hough 237,,1,06 42.0, 03 15,MON,AC,7.1,9.6,120,53,12-Nov,227/ 228,A2,1887,,
27388,Hough 241,,1,07 04.4, 04 34,MON,,7.4,12.4,8.5,182,12,228,B9,1887,5747,
27389,Hough 242,,1,07 20.0,-04 59,MON,,7.1,12.1,4.4,64,12,229,A5,1887,5992,
27390,Hough 244,,1,07 37.5,-02 02,MON,AD,7.9,9.9,69,109,12,229,K5,1887,6226,
27391,Hough 245,,1,07 38.7,-01 27,MON,AB,8.7,8.7,0.6,184,12,229,A0,1976,6244,
27392,Hough 245-AC,,1,07 38.7,-01 27,MON,AC,8.3,9.3,50,98,12,229,A0,1887,6244,
27393,Hough 245-AD,,1,07 38.7,-01 27,MON,AD,8.3,9.3,60,155,12,229,A0,1887,6244,
27394,Hough 515,,1,06 37.6, 09 08,MON,AB,7.5,11.7,10.1,253,12-Nov,182/ 183,G5,1895,5262,
27395,Hough 515-AD,,1,06 37.6, 09 08,MON,AD,7.5,12.5,30,55,12-Nov,182/ 183,G5,1895,5262,
27396,Jonckheere 1467,,1,07 38.6,-10 02,MON,AB,8.8,11.2,120,100,12,274,A0,1940,,
27397,Jonckheere 1471,,1,06 22.5,-02 58,MON,,9,10,5,280,12-Nov,227,,1941,,
27398,Jonckheere 1472,,1,06 25.0,-07 24,MON,,9,12,3,300,12-Nov,272,,1941,,
27399,Jonckheere 1480,,1,06 53.8,-07 05,MON,,9,12,6,280,12-Nov,273,B9,1941,,
27400,Jonckheere 1504,,1,07 52.8,-07 57,MON,,8.8,10,8,250,12,275,A0,1941,,
27401,Jonckheere 187,,1,06 06.7,-04 11,MON,,5.4,11.6,28.9,144,12-Nov,226/ 227,B3,1910,4698,
27402,Jonckheere 1949,,1,06 28.3,-04 27,MON,AB,8.8,9.1,50,245,12-Nov,227,,1941,,
27403,Jonckheere 1978,,1,06 56.7, 03 15,MON,,8.8,10,5,270,12-Nov,228,,1941,,BAL 2216.
27404,Jonckheere 2004,,1,06 29.9, 07 07,MON,,8,11.1,15,355,12-Nov,182,B3,1942,,
27405,Jonckheere 2009,,1,06 44.9, 07 27,MON,,8.9,9.3,10,38,12-Nov,183,A2,1942,,
27406,Jonckheere 2435,,1,06 46.5, 09 33,MON,,9,11.2,5,30,12-Nov,183,,1943,,
27407,Jonckheere 259,,1,06 24.2, 07 53,MON,,7.9,11.8,5,322,12-Nov,182,A3,1910,5018,
27408,Jonckheere 263,,1,06 31.2, 07 46,MON,,9,9.5,2.8,135,12-Nov,182,,1910,,
27409,Jonckheere 2632,,1,07 27.1,-05 35,MON,AB,8.9,12,20,75,12,229,A0,1943,,
27410,Jonckheere 269,,1,06 50.9, 05 48,MON,,9,10,3.6,181,12-Nov,183/ 228,,1910,,
27411,Jonckheere 355,,1,06 56.9, 01 07,MON,,9,13,4,84,12-Nov,228,,1911,,
27412,Jonckheere 359,,1,07 02.1,-06 36,MON,,9,9,0.7,122,12,228/ 273,,1911,,Declination was 15' in error; according to Heintz.
27413,Jonckheere 53,,1,06 23.8, 02 39,MON,AC,7.2,9.8,33.9,103,12-Nov,227,K0,1913,5013,
27414,Jonckheere 662,,1,06 32.8, 05 59,MON,,9,11,4.1,108,12-Nov,182/ 227,,1957,,
27415,Jonckheere 666,,1,06 44.0, 07 29,MON,AC,8.3,11.1,14.3,23,12-Nov,182/ 183,A0,1911,5388,There is a 14th magnitude star 8'' np of C.
27416,Kuiper 28,,1,07 01.9,-01 20,MON,,6.2,10.9,24.5,247,12,228,K0,1958,,
27417,Roe 27,,1,07 16.3,-00 33,MON,AB,9,9.8,8.9,50,12,229,,1910,,
27418,Roe 27-AC,,1,07 16.3,-00 33,MON,AC,9,10.5,54,44,12,229,,1910,,
27419,Roe 27-AD,,1,07 16.3,-00 33,MON,AD,9,11,120,129,12,229,,1910,,
27420,Rossiter 4325,,1,06 55.1,-08 29,MON,AC,8.2,10.7,7.7,234,12-Nov,273,B9,1939,,
27421,Rossiter 4383,,1,08 04.4,-08 19,MON,,9,9.9,0.6,96,12,275,F0,1940,,
27422,Rossiter 4820,,1,06 40.3,-04 27,MON,,7.5,11.2,6,298,12-Nov,227/ 228,K5,1941,,
27423,Rossiter 5231,,1,06 27.1, 00 08,MON,,7.9,11,6,345,12-Nov,227,B8,1946,,
27424,Rossiter 5241,,1,06 39.5, 00 34,MON,,8.3,13,3.9,203,12-Nov,227/ 228,A0,1946,,
27425,Rossiter 5248,,1,06 48.2, 00 18,MON,,7.8,11.5,7,150,12-Nov,228,G0,1946,,
27426,Schjellerup 5,,1,07 25.2,-05 43,MON,,8.6,10.5,56.1,48,12,229,A0,1903,,
27427,South 532,,1,06 41.2,-07 59,MON,AC,8.8,8.6,11.5,190,12-Nov,272/ 273,B9,1831,5336,
